title,company,description,onsite_remote,location,posted_date,link
Mechanical Design Engineer,TAT Technologies Ltd.,"We are looking for an experienced Mechanical Design Engineer to join our innovative, fast-growing company. This position will be primarily responsible for developing robust engineering and production designs to support MRO and OEM product lines specific to Heat Exchangers. The development will include the application of lean principles and a continuous improvement program resulting in the highest level of sustained quality performance. Serve as technical expert for heat exchanger design and the related manufacturing processes and equipment, and provide support to general operations and to the development of internal procedures and standards. To be successful in this position, you should have hands-on experience using CAD software, with strong attention to detail and a creative flair. It’s also important that you have rock-solid project management skills to meet the daily demands of the role.Roles & Responsibilities:Craft models and drawings of products using CADAnalyze prototype data and retest if neededResearch redesign and reverse engineering product ideas and methodsImprove existing products and processesEnsure compliance with the industry’s safety standardsWrite detailed reports and work instructionsFind creative design solutions to problemsPresent prototypes and designs to customers and project managersDesign systems and components that meet needs and requirementsProduce outline designsConduct experiments methodically, analyze data and interpret resultsTest and evaluate theoretical designsIdentify, formulate and produce effective solutions to emerging problemsEvaluate final product’s overall performance, reliability and safetyAlter and modify design to meet requirements and to eliminate malfunctionsEstimate budget and scope of projectSolicit observations from operatorsPrepare product reports and documentationEngage in lifelong learning and develop new theories or methodsRequirements BSc Degree in Mechanical Engineering or a similar fieldPrevious experience as a Design Engineer or a similar roleProven experience using CAD software; knowledge of SolidWorks is a plusGood understanding of safety standards and environmental impact of a designGreat computational and spatial abilityAbility to present in front of stakeholders and managersAttention to detailWorking experience with product lifecycle management (PLM), finite element analysis (FEA) and computational fluid dynamics (CFD)Hands-on experience with computer-aided engineering (CAM) and computer-aided manufacturing (CAE)Familiarity with 2D or 3D engineering design and manufacturing tools (e.g., AutoCAD, ProE or other)Ability to communicate technical knowledge in a clear and understandable mannerTechnical writing skillsBenefitsTAT Technologies Group is dedicated to providing an inclusive, fun, and unique workplace. We believe in acknowledging and appreciating the value of our team members. One way we value our team is by providing a comprehensive and expansive benefits offering to include Major Medical, Dental, Vision, Life, 401K with company matching, STD, LTD, accidental coverages, EAP, and more. Insurance carriers vary based on location.",onsite,"Tulsa, OK",2023-05-30,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-tat-technologies-ltd-3622761590?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=%2F9WDTJJAv%2BvI5sIdf9%2F4QQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Valve corporation,"For years, Valve has been all about writing software that provides extraordinary gameplay experiences. Lately, we’ve been developing hardware to take those experiences to the next level, and you can be a key part of making that happen! Join our highly motivated team that's doing hardware design, prototyping, testing, and production across a wide range of platforms. Help us invent whole new gaming experiences built around novel hardware for the living room and beyond.At Valve, our Hardware team is highly collaborative; we benefit from individuals with broad skill bases and backgrounds, as well as deep technical experience. We design, test, manufacture, and validate the hardware that brings new experiences to life. Like other teams at Valve, we operate without a traditional management structure. We collaborate with peers to define our priorities and contributions during the development of our products. As part of that collaboration, we are able to self-select how best to add value to the projects we work on. Mechanical engineers typically define product architecture and lead all aspects of product development, from early concept work through to manufacturing.As an ME, and depending on where we are in the product cycle, you may find yourself spending time designing in CAD, finding the root cause of a failure, putting together a DOE, or outlining a quality plan for the CM. There’s a lot to get involved in, and most of the team wears multiple hats. Your hardware colleagues have many years of experience from across the CE industry with multiple products shipped. They can dig into the details while maintaining a product-level perspective, and we believe this focus and awareness results in products that keep our customers engaged and excited.Are you interested in stretching your limits and influencing the future of gaming and entertainment hardware? We look forward to hearing about what you have to bring to the table! Apply now!What We OfferAn organization where 100% of time is dedicated as groups see fitThe opportunity to collaborate with experts across a range of disciplinesA work environment and flexible schedule in support of families and domestic partnershipsA culture eager to become stronger through diversity of all formsExceptional health insurance coverageUnrivaled employer match for our 401(k) retirement planGenerous vacation and family leaveOn-site amenities in support of health and efficiencyFertility and adoption assistanceReimbursement for child care during interviews",onsite,"Lake County, IN",2023-05-19,https://www.linkedin.com/jobs/view/mechanical-engineer-at-valve-corporation-3630916618?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=zpAixXaOwn1zLQBtIPSWTw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Designer/Engineer I,SRI International,"The Center for Advanced Imaging is searching for a Mechanical Designer/Engineer I to join their team. Based in Princeton, NJ, the candidate would join a multidisciplinary group dedicated to the development of custom image sensor devices, modules, and systems for numerous commercial, spacecraft, and government applications.SRI International's Integrated Systems and Solutions (InSyS) Division designs and develops leading-edge R&D technology that support demanding market needs. SRI maintains a state-of-the-art portfolio that includes real-time video processors, integrated video and sensor exploitation solutions, and instrumented training systems for government and commercial sectors.Responsibilities of the position includeDesign mechanical parts, and assemblies using SolidWorks.Verify designs using SolidWorks Simulation and SolidWorks Simulation Professional.Generate part, assembly and ICD.Create product structures using OMNIFY PLM, generate ECO and formal release of parts and assemblies.Interact with SME, Electrical engineering and program management.Support proposal efforts, program reviews and status meetingsGenerate photo quality renderings and provide information pertinent to the design based on the CAD model. Interface with internal and external fabrication and manufacturing facilities.Must be willing to work “Hands On” in cleanroom and in labProduct and R&D atmosphereQualificationsBS or equivalent experience in the field of Mechanical/Aerospace Engineering, Mechanical/Aerospace Design, or related scientific discipline.Due to government requirements candidates must be a US CitizenModel Shop / Machine Shop ‘Hands On” Experience a plus. CNC, lathe, welding etc.Proficient with SolidWorks Professional and Simulation Professional including thermal, Thermal Stress, Flow, Circuit Works and Electronics Cooling Module add in.Heat pipe and TEC design simulation a plus.Experience with die level packaging, Imager packaging, Ceramic Package and die on board design a plus. Solid understanding of compact electronic packaging techniques, Thermal and mechanical packaging designs.Design for manufacturing.Fixture design for production manufacturing assemblies.Ability to work with precision assemblies that may include cleanroom activities, epoxies, microscopes, CMM inspection.The salary range is $58,968.00-$87,718.50. Salary ranges will vary and are based on several factors, including geographic location, market competitiveness and equity amongst internal employees in similar roles. Positions may also qualify for SRI's Pay for Outstanding Performance program or the annual Performance Based Compensation program.SRI also has a competitive benefits package, to view details please go to https//www.sri.com/resources/benefits/. SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.",onsite,"Princeton, NJ",2023-03-28,https://www.linkedin.com/jobs/view/mechanical-designer-engineer-i-at-sri-international-3580240806?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=QRgxptV%2BNe2wYhVrA05pLg%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
R&D Mechanical Engineer,SharkNinja,"Our purpose is to positively impact people's lives every day in every home around the world! We work very hard to provide our consumers with high quality, exciting 5-star products that make life easier. We thrive on passion and innovation, and are looking for great people, with great ideas, who want to build the next big thing and develop while they do.SharkNinja is looking for a highly motivated Mechanical Engineer to join the Ninja R&D team. We seek a creative problem solver who possesses an intuitive grasp of physics and engineering fundamentals. They should be equally comfortable hacking together a prototype in the lab or analyzing the results of a test, and passionate about solving the tough engineering challenges required to be the first to deliver innovative new products to market.The R&D team researches and develops new technologies and integrates them into new products. They are responsible for the performance of our products and ""how they work"". R&D Mechanical Engineers design and build prototypes, run tests to gather data, analyze results, and develop theories that may be referenced in product development here for years to come – or overturned as they learn more tomorrow. This role is involved in the full product lifecycle – from early stage concept development all the way to mass production, continuously working to push performance and resolve issues. The Mechanical Engineer will work collaboratively with other engineers in R&D as well as other disciplines ranging from Electrical Engineering and Design Engineering to Consumer Insights and Product Marketing teams. The core focus of this role is technology R&D, but every member of every team can also impact every aspect of a product's design ranging from how it's assembled to how it's marketed. We're all product developers and product users here, and we don't have any boundaries in the pursuit of making amazing, 5-star-rated products.Attributes:Strong understanding of mechanical engineering/physics fundamentals including thermodynamics, fluid mechanics, and mechanical designSolid analytical skills, attention to detail, and relentless drive to identify potential problems and take responsibility for their resolutionIntellectual curiosity and creativity, strong first principles thinking, positive can-do attitude, and proven ability to deliver robust, elegant, and innovative solutions to complex design challengesWillingness to roll up sleeves and dive into hands-on development and testing workstreamsAbility to clearly, effectively, and concisely communicate with both technical and non-technical colleagues both verbally and in writingComfortable multitasking and responding quickly to shifting priorities without losing sight of longer-term projects and goalsAbility to conduct early-stage R&D experiments to understand and identify key product features or parameters that drive product performance. This includes creating validation rigs, setting up DOEs and executing test plans, analyzing data, and evaluating tradeoffs between key architecture items. Qualifications:BS or MS in Engineering (Mechanical or related disciplines)1-3 years of related experience in product design, electro-mechanical or consumer product development (including co-ops/internships)Experience with hands-on prototype development in plastic and metal including using basic machine shop tools and 3D PrintingFamiliarity with electronics (analog/digital), test equipment, and components common in small appliances (sensors, motors, heaters, PCBAs, etc.)Familiarity with production processes such as injection molding and sheet metal formingCompetent CAD userCompetency in small-scale electromechanical prototyping (Arduino or Raspberry Pi)Familiarity with MS Office applications (Excel, PowerPoint, Word)Due to the hands-on nature of the role working with prototypes this is an in-person role at our Needham, MA officeAt SharkNinja, Diversity, Equity, and Inclusion is vital to our global success. Valuing each unique voice and blending all of our diverse skills strengthens SharkNinja's innovation every day. We support ALL associates in bringing their authentic selves to work, making an impact, and having the opportunity for career acceleration. With help from our leadership, associates, and our community, we aim to have equity be a key component of the SharkNinja DNA.YOUR ROLE in leading our SUCCESS DRIVERS & representing our UNIQUE MINDSETLead us to be ""RARELY SATISFIED"" Make things better each day; ""PROGRESS OVER PERFECTION""Use your knowledge of our consumer, understand that ""DETAILS MAKE THE DIFFERENCE""Deliver something great; ""WINNING IS A TEAM SPORT""Be clear and honest, ""COMMUNICATING FOR IMPACT"" Explore SharkNinja on our social channels:InstagramLinkedInSharkNinja's Candidate Privacy Notice can be found here: https://www.sharkninja.com/candidate-privacy-notice/We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, disability, or any other class protected by state or federal law. SharkNinja will consider reasonable accommodations consistent with federal, state, and local law. If you require a reasonable accommodation to participate in the job application or interview process, please contact SharkNinja People & Culture.",onsite,"Needham, MA",2023-06-14,https://www.linkedin.com/jobs/view/r-d-mechanical-engineer-at-sharkninja-3645483654?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=g48Shzpwi0KFYNw6Ea3VtQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Applied Precision Design,"Job DescriptionLooking for a responsible & passionate mechanical design engineer to help us design and build complex mechanical systems for various local silicon-valley companies. The candidate must have a good understanding of physics/engineering principles, and a good intuition for mechanical design. Familiar with design components, manufacturing processes, materials, and finishes. Fluent in 3D CAD / Solidworks, drawings, creating BOMs. We are looking for a skilled mechanic engineer that can work with the co-founders to take sketches & concepts in early stages and develop them into full working prototypes.Applied Precision Design is a small engineering design company, with an excellent reputation in Silicon Valley. Our clients are often brilliant research scientists who need help in building incredibly challenging hardware, often in various industries such as semiconductor, optics, metrology, machine design, and general research. We are growing and would like to welcome a capable mechanical engineer that can take a sketch and develop it into a full design/prototype. As a small company, we have a kind, fun, and flexible work environment - and we take pride in producing high quality work.The candidate would take direction from Sr. Level engineers and will help them develop concepts from early stages to prototypes and final products. Will be involved in engineering meetings to collect requirements. Will be responsible for generating quick layouts & preliminary concepts in Solidworks. Hold periodic and formal design reviews. Take ownership of the project and drive it forward. Develop sound engineering concepts with requirements in mind. Detail design, calculations, drawings, and hands-on assembly of the prototypes. Ideally familiar with cleanrooms, vacuum systems, industrial components, precision machine design and opto-mechanical design.Qualifications:Passionate – enjoys creating / building / designing mechanical systems. Experienced – has designed/built precision mechanical systems (entire development cycle)Familiar with Machine Design: Fluent in 3D CAD / Solidworks, Concept/Detail design, collecting requirement, good presentations/design reviews, drawings, drafting standards, etc. Careful engineering, organized, systematic, and very detail oriented. Familiar with machining / manufacturing processes, materials, anodize/finishes, cleaning procedures, etc. Experience with hands-on building. Hard-working, Responsible – (skin in the game) Dedicated to finishing project. Passionate about learning new things and taking direction from other engineers. Able to read and produce engineering sketches (to convey complex designs concepts). Good communication skills. Able to generate concepts in Solidworks quickly. Familiar with basics of mechanical engineering – basic ME design calculations, structural calculations, basic knowledge of heat transfer, dynamics, vibrations, etc. B.S. or M.S. Mechanical Engineering with relevant experienceIndustry: machine design, precision / opto-mechanical design, semiconductor, optics, vacuum.",onsite,"Redwood City, CA",2023-06-08,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-applied-precision-design-3631492836?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=lxSyGbH4g9Uc0Yo2yy7fzw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,AMS Direct,"Job DescriptionNew Berlin, machine manufacturer looking for Mechanical Engineer. Candidate required to make precise designs in AutoCad and SolidWorks. Make sure design team and production is meeting company deadlines. Support team with testing and documenting finding, Assist with machine installation out in the field. Candidate need to optimize company designs for durability, speed, and automation. Company will make custom machines for customers application. Their machines help companies assemble, slit, strip, and die cut. Candidates should have a degree in Engineering. Travel is limited but required must have US passport for out of state travel. We are not looking for entry level Engineer should have 3 years or more experience. Should have a strong mathematical background. $80,000-$110,000 a year base on experience, includes health insurance, dental, vision, 401k, and paid time off.",onsite,"New Berlin, WI",2023-06-24,https://www.linkedin.com/jobs/view/mechanical-engineer-at-ams-direct-3644886407?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=sJJOyS9hDJxS9bG6nfm1cw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Curi Bio,Nan,onsite,"Seattle, WA",2023-07-02,https://www.linkedin.com/jobs/view/mechanical-engineer-at-curi-bio-3646835656?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=Q%2B3lhpxeodH1thS6BZk3Zg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer (Propulsion) - Mid Career,Lockheed Martin,"Description:The coolest jobs on this planet… or any other… are with Lockheed Martin Space.Do you want to be part of a culture that encourages employees to envision the impossible, perform with excellence and build incredible products? Are you looking for a growth opportunity where you can use your initiative to make a difference to a very important mission? Lockheed Martin Space is the prime contractor building NASA's Orion, the only spacecraft designed for long-duration, human-rated deep space exploration. Orion will transport astronauts to interplanetary destinations beyond low Earth orbit, such as the Moon and Mars, and return them safely back to Earth.As a Propulsion Engineer on the Orion Program, you will be responsible for the development and sustainment of Propulsion products including valves, propulsion control systems, thrusters, engines, and associated tubing systems. You will be expected to integrate test efforts to certify and deliver propulsion equipment used for vehicle maneuvering and trajectory. This includes the integration of hardware, propulsion analysis and software components.Other Responsibilities May Include Maintenance of the design configuration baseline to ensure continued certification compliance, assessment of performance against the baseline requirements, analysis of trends, and development of options and resource requirements for resolution of production and operational issues Participating in sustainment activities like anomaly resolution, supplier and ATLO support, quality Note resolution and corrective actions, vendor requests for Information (VRICs) and test flags and anomaliesTo promote the sharing of ideas, Lockheed Martin cultivates an inclusive work environment that inspires differences and big-picture thinking.Here Are Some Of The Benefits You Can EnjoyOur employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Medical Dental 401k Paid time off Work/life balance Career development Mentorship opportunities Rewards & recognitionBasic QualificationsLearn more about Lockheed Martin’s comprehensive benefits package. Degree in Science, Technology, Engineering, or Mathematics or prior relevant, mechanical engineering experience developing mechanical components Solid understanding of mechanical and propulsion engineering principles and processes, including mechanical CAD modeling and drafting Experience taking a design from concept, through design, engineering release, fabrication, and testing Knowledge of Requirement development, management, verification, and validationUnderstanding of propulsion component development and system integrationDesire and ability to own technical challenges through solution.Desired Skills Certified Principle Engineer or Delegate Experience Experience in a production program Systems Thinking mindset Coordinating stress and dynamics analysisProficient with fluid mechanics and analysisPropulsion component development and system integration experienceKnowledge of GD&T.Experience having responsibility for Mechanical hardware and systemsUser of CREO CAD softwareExperience developing Proposal documents and Basis of Estimates (BOE’s)Additive manufacturing experienceFamiliar with design for Manufacturability (DFM)Flight Hardware Design experienceExperience with supply chain management and subcontractsAbility to collaborate effectively with adjacent fields (systems engineering, electronics, stress/thermal analysis, configuration management, production, test, quality…)Excellent verbal/written communication, presentation and interpersonal skills with technical and non-technical audiences.Clearance Level: NoneOther Important Information You Should KnowExpression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to Work Remotely: Part-time Remote Telework: The employee selected for this position will work part of their work schedule remotely and part of their work schedule at a designated Lockheed Martin facility. The specific weekly schedule will be discussed during the hiring process.Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.Schedule for this Position: 4x10 hour day, 3 days off per weekPay RateThe annual base salary range for this position in Colorado or Washington is $100,400 - $192,500. Please note that the salary information is a general guideline only. Lockheed Martin considers factors such as (but not limited to) scope and responsibilities of the position, candidate's work experience, education/ training, key skills as well as market and business considerations when extending an offer.Benefits offered: Medical, Dental, Vision, Life Insurance, Short-Term Disability, Long-Term Disability, 401(k) match, Flexible Spending Accounts, EAP, Education Assistance, Parental Leave, Paid time off, and Holidays.(Washington state applicants only) Non-represented full time employees: accrue 10 hours per month of Paid Time Off (PTO); receive 40 hours of Granted PTO annually for incidental absences; receive at least 90 hours for holidays. Represented full time employees accrue 6.67 hours of PTO per month; accrue up to 52 hours of sick leave annually; receive at least 96 hours for holidays. PTO is prorated based on hours worked and start date during the calendar year.This position is incentive plan eligible.Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.By bringing together people that use their passion for purposeful innovation, at Lockheed Martin we keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.With our employees as our priority, we provide diverse career opportunities designed to propel development and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work.At Lockheed Martin, we place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.If this sounds like a culture that you align with, you’re invited to apply for this role. Or, if you are unsure whether your past experience aligns with the job requirements, we encourage you to search on Lockheed Martin Jobs, and apply for roles that align with your qualifications.Experience Level: Experienced ProfessionalBusiness Unit: SPACERelocation Available: PossibleCareer Area: Mechanical EngineeringType: Full-TimeShift: First",onsite,"Highlands Ranch, CO",2023-06-28,https://www.linkedin.com/jobs/view/mechanical-engineer-propulsion-mid-career-at-lockheed-martin-3643833623?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=0nOoB4jmrEv%2BV5cXES8ciQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Machina Labs,Nan,onsite,"Los Angeles, CA",2023-07-05,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-machina-labs-3656633870?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=nAfKFj9AnUNfupuj7VM2Sg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Shift Robotics,Nan,onsite,"Austin, TX",2023-06-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-shift-robotics-3646120208?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=7kU8ovoCC8qi1zjLevuj8g%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Formlabs,Nan,onsite,"Somerville, MA",2023-05-28,https://www.linkedin.com/jobs/view/mechanical-engineer-at-formlabs-3641747243?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=xJCPY229s%2BNzFjQIkO6s8A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Inmotion,"Summary Of FunctionsResponsible for serving as mechanical design engineer for motor product line(s) while supporting Customer Service and Operations teams. Primary focus includes support and development for new and existing motor/generator products to meet customer needs, product quality, manufacturability, prototype builds, and testing. May serve as Project Manager for smaller development projects. A successful Mechanical Design Engineer will have the design skills necessary to drive product improvement and will be integral in securing present and future business by consistently meeting/exceeding Voice of Customer requirements.MAJOR DUTIES AND RESPONSIBILITIES: Along with those identified below, other duties may be assigned. Responsible for the mechanical design of assemblies, housings, fixtures, test equipment and hardware related to the fabrication and production of products, including electromagnetic devices such as motors as well as higher-level assemblies that may include motors, gears, lead screws, actuators, etc.Responsible for the design for manufacturability of new product linesResponsible for design engineering support for existing productsPerform FEA in the areas of stress analysis and thermal modeling as neededWork with Sales and Customers to ensure designs meet customer expectations regarding performance and costTimely preparation of product cost, non-recurring engineering costs, proposals and documentation for new jobs3D CAD based modeling and drafting for new projects requiredMust be capable of translating incomplete customer requirements into useful technical specificationsOwnership of design and documentation accuracyCreate, coordinate and implement Engineering Change Orders (ECO)Apply rules of Geometric Dimensioning & Tolerancing (GD&T)Ownership of execution and accuracy for engineering analysis work needed to support product and proposalsParticipate in Value Engineering, generating ideas and executing projectsProvide design engineering support for manufacturing site production – local and offsiteLead Quality improvements and manufacturing improvementsHands-on lab and prototype workMust have strong written and verbal communication skills – internal and external customersMust have good interpersonal skills for our multi-functional design team environmentMay assist with selection and maintenance of mechanical engineering software and computational hardware as well as engineering file management toolsWork with international suppliers and Zapi sister companies as required for existing product support and new product developmentKnowledge, Skills, And Abilities NecessarySelf-motivated and able to work in a professional environment with limited direct supervisionAbility and willingness to work directly with customers on resolution of complex technical issuesHave an analytical mind that can apply troubleshooting skills systemically and methodically to identify root cause and resolve problemsAbility to travel nationally and/or internationally on an occasional basisExperience with Six Sigma design concepts/DMEDIExperience with design for manufacturing methods in a medium volume low cost environmentAbility and desire to perform “hands-on” lab workProactive by nature with a positive attitude and ability to work well in a team settingAbility to develop strong professional relationships both internally and externally to facilitate good communicationStrong mechanical and analytical skills sSolid modeling and detailing experience strongly preferredExperience with ANSYS or similar program to perform FEA stress and thermal analysis strongly preferred EDUCATION And/or EXPERIENCEBachelor’s degree in Mechanical Engineering, or equivalent education and experience required.0-5 years in design/manufacturing environmentInMotion US reserves the right to modify, interpret, or apply this job description in any way the company desires. This job description in no way implies these are the only duties, including essential duties, to be performed by the employee occupying this position. This job description is not an employment contract, implied or otherwise. The employment relationship remains “at-will.” The aforementioned job requirements are subject to change to reasonably accommodate qualified disabled individuals.InMotion US is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived race, creed, color, religion, alienage or national origin, ancestry, citizenship status, age, disability or handicap, sex, marital status, veteran status, sexual orientation, or any other characteristic protected by applicable federal, state or local laws. Our management team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, associate activities and general treatment during employment.",onsite,"Blacksburg, VA",2023-05-20,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-inmotion-3634377731?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=bFnW63IE1dSJXplDMvKaKg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
CAD (SOLIDWORKS) Application Engineer - Flexible Work Environment,"MLC CAD Systems, LLC",Nan,onsite,"Stillwater, OK",2023-06-30,https://www.linkedin.com/jobs/view/cad-solidworks-application-engineer-flexible-work-environment-at-mlc-cad-systems-llc-3645827356?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=%2FoPeD16z%2Fp9sRR492W%2Fzvg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Acorn Product Development,"Acorn Product Development is looking for an experienced Mechanical Engineer to help lead and work along with a talented team of engineers and designers to create innovative, world class products.Acorn has 29 years’ experience as an industry leader in product development consulting, partnering with clients ranging from high profile start-ups to Fortune 100s. We focus our design talents on robotics, medical and life science devices, and consumer products, and has offices in the Silicon Valley, Boston, Denver and China.If you want to work as part of an outstanding engineering team, see your designs through from concept to finished product, and be rewarded for your work, then Acorn has your next job! www.acornpd.comWe value and promote the diversity of our workforce.This position is open for our Denver, CO location.RESPONSIBILITIES:Broaden the breadth and depth of your technical knowledge.Work with clients to identify requirements; brainstorm, define and develop product solutions.Create detailed designs/documentation to meet project objectives. Identify and perform mechanical engineering analyses. Collaborate with ID/UX teams to produce refined product designs.Interface with vendors for prototyping, tooling & production.Test and evaluate prototypes, tooling and first articles.Create project and technical reports as required.Become adept in managing project activitiesRequirementsYOU NEED: BSME or equivalent (MSME preferred). 5+ years of design and engineering analysis experience. Experience transitioning at least one complex electromechanical product from early concept into production. Working knowledge of designing molded, sheet metal and machined components. Proficient with SolidWorks (Creo a plus) and preparing engineering documentation per ASME Y14.5 for production release. On-the-job analysis experience in at least two of the following areas:Tolerance analysisFEA and/or CFDStrength of materialsHeat transferShock and vibration Ability to work with teams in a fast-paced product development environment. Strong written and oral communication skills.Hands-on performance in shop/lab skills is a bonus.BenefitsBenefits: Competitive salaries, paid time off, medical, dental & vision insurance, life insurance and disability benefits, 401k, health care spending accounts, quarterly and annual company events and much more.",onsite,"Denver, CO",2023-06-03,https://www.linkedin.com/jobs/view/mechanical-engineer-at-acorn-product-development-3643092895?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=e%2FNOE%2FeJsSm4v1%2BhZpm58Q%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Integration Systems Engineer,Lockheed Martin,Nan,onsite,"Sunnyvale, CA",2023-04-20,https://www.linkedin.com/jobs/view/mechanical-design-integration-systems-engineer-at-lockheed-martin-3578340772?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=Jw2lFbxMrmU0CXnvzAJJlQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Associate I,General Dynamics Land Systems,Nan,onsite,"Sterling Heights, MI",2023-06-21,https://www.linkedin.com/jobs/view/mechanical-engineer-associate-i-at-general-dynamics-land-systems-3641298101?refId=behXYqkqZUSIsZ0H9yuVDA%3D%3D&trackingId=W6plKYiS22Gg7zMeKk1ulA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
