title,company,description,onsite_remote,location,posted_date,link
Junior Data BI Analyst,Patterned Learning AI,"Junior Data BI Analyst, Full-Time, Salary $70K-$80KMinimum 1 year of work experience - Remote (US/Canada residing people only, with work permit)Freshers are encouraged to apply.About us: The Future of AI is Patterned We are a stealth-mode technology startup that is revolutionizing the way AI is used. Our platform uses pattern recognition to train AI models that are more accurate, efficient, and robust than ever before.We are backed by top investors, including Sequoia and Andreessen Horowitz, and we are hiring for almost everything! If you are passionate about AI and want to be a part of something big, then we want to hear from you.Here are some of the benefits of working at Patterned Learning AI: Work with world-renowned experts in AI, machine learning, and pattern recognition. Solve some of the world's most pressing problems using AI.Make a positive impact on the world. Be a part of a fast-growing startup. If you are interested in learning more, please visit our website.We Are Looking For People Who ArePassionate about AI.Excellent problem solvers.Team players.Driven to succeed.Mandatory Skills DescriptionBachelor's Degree required with an emphasis in business, economics, math, engineering or analytics preferred (or relevant work experience). Advanced degree or certification preferred.1+ years, with at least 1 years of analytic experienceProficiency in interacting with various database and file storage systems (Examples: Oracle, Hadoop, NoSQL). Understanding of join types.Experience with data manipulation languages, such as SQL, requiredKnowledge of statistical concepts and analytic techniques, including descriptive statistics, forecasting, economic modeling, exploratory analysis, and variance analysis required. Ability to perform univariate analytic analytical techniques Experience using Microsoft Excel, including use of pivot tables, formulas, macros, vba, charts/graphsExperience with visualization tools such as Tableau, PowerBi, or QlikView.Strong analytical, critical and systems thinking required.Nice To Have SkillsGood understanding of Agile framework (SCRUM)Familiarity with Salesforce is a plus.Special Benefits You Will LoveFlexible vacation, paid unlimited holidays, and paid sick days401(k) with up to 2% employer matchHealth, vision, and dental insuranceWhy Patterned Learning AI?Patterned Learning AI is made up of incredibly bright, mission-driven coworkers who are passionate about using technology to solve real world problems---and we're growing quickly. In order to continue building an engaging and dynamic organization, we're committed to giving everyone the support they need to do great work.Our benefits package is designed to allow our team members to be their best selves, both in and out of the workplace. In addition to comprehensive health plans, a 401k program, and commuter benefits, we prioritize family and personal well-being through professional development, parental leave, and a flexible time off policy. Patterned Learning AI offers a robust online onboarding program to train new hires, biweekly all hands meetings, daily meditation sessions, and a variety of internal virtual events to keep employees connected.We believe diverse perspectives and backgrounds are critical to building great technology, and our goal is to cultivate an environment where people feel equally valued and respected. Patterned Learning AI is proud to be an equal opportunity workplace, and we welcome applicants from all backgrounds regardless of race, color, ancestry, religion, gender identity or expression, sexual orientation, marital status, age, citizenship, socioeconomic status, disability, or veteran status.",remote,"New York, NY",2023-07-06,https://www.linkedin.com/jobs/view/junior-data-bi-analyst-at-patterned-learning-ai-3656950737?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=t5LVep8j%2BWW0OIgOm6KPwQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,BOXIECAT LLC,Nan,remote,"Santa Monica, CA",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-boxiecat-llc-3646116610?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=MORUxkfvwO8R%2FNR9LirkMw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Remote),Allnessjobs,"Data AnalystLocation: REMOTEClient: Texas Department of Family and Protective Services (DFPS)Exp: Minimum 6-8 Years Only ( Genuine Experience Only )Visa: No OPT, CPT, H1B TransferSubmission Due: 02/17/2023 Before 2:00 PM CSTSkills/ExperienceMust have experience with relational database systems, data architecture, and data modeling.Data management, data governance, and MDM implementation experience.Excellent communication skills verbally and in writing used when leading development activities, presenting to leadership, and training less experienced IT staff. keen attention to detail.Bachelor's degree in relevant field; Information Technology, Computer Science or Engineering.Experience with data modeling tools.Strong knowledge and working experience of data governance concepts and frameworks.Data Profiling Experience And Strong SQL Skills Are Required.Experience performing problem analysis for data-related issues and developing solutions to resolve data quality issues.Ability to develop positive and collaborative relationships with business partners and effectively communicate with business and technology data stakeholders.Experience interacting with master data management and data quality tools.Preferred RequirementsExperience with Informatica MDM tool.Experience with Oracle SQL Developer Data Modeler.Experience with data/reporting tools like - PowerBI, Tableau,Microsoft Excel experience.",remote,United States,2023-02-17,https://www.linkedin.com/jobs/view/data-analyst-remote-at-allnessjobs-3484740981?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=PHdcHs%2Fb5ypUytbAeIrLtw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,"Westport Properties, Inc.","Apply TODAY to be eligible for a $1000 Sign On Bonus!Job Title: Data AnalystReports To: Manager of Data Science and AnalyticsFLSA Status: Exempt/SalaryPosition Status: Full-TimeLocation: Remote to CA, OR, CO, NV, AZ, TX, TN, FL, MN, MA, PA or NCSalary Range: $75,000 - $85,000 per year, commensurate with experienceWork Schedule: Monday-Friday 8:00AM - 5:00PM (subject to change based on project assignments/deadlines)Job SummaryThe Data Analyst role requires a strong background in data processing, analysis, and modeling. The ideal candidate will have experience with Microsoft SQL Server, Python, C#, and Microsoft PowerShell. The qualified person for this position will have a proven successful track record in inspecting, cleansing, transforming, analyzing, and modeling data. On a day-to-day basis, the Data Analyst will work with our analytics team on new development initiatives, maintenance of the existing platform, and reporting functions. The Data Analyst will perform these duties while maintaining good communication and reporting relationships with multiple departments, field management, and Company Personnel at all levels.Duties & Responsibilities Work on the continued development of our revenue management platformBuild internal applications/processes to meet department needsDevelop reporting using data stored in our business intelligence software Link databases from different corporate platforms, including Operations, IT, Accounting, HR, and Property ServicesOther duties as assignedPeriodic special projects and duties may be assigned based on Company need and requirementsEducation / ExperienceBachelor’s degree in Computer Science, Analytics, or equivalent from an accredited college or university is required. Equivalent work experience may be substituted for educational requirements.2+ years of experience in a data analyst role preferredSkillsProficient knowledge of Microsoft SQL Server requiredProficient knowledge of C# and/or Python requiredFamiliarity with machine learning tools a plus.Proficient knowledge of Microsoft PowerShell preferredProficient in Microsoft Office Suite - Word, Excel, and Outlook with advanced skills in Excel highly preferredAbility to understand and convey Company Policies and relevant industry standardsAbility to analyze and configure data for reporting purposesExcellent computer skills requiredGood written and verbal communication skillsGood organizational skillsCollaborative team playerProactive, self-starter, goal oriented and ability to work independentlyAbility to effectively communicate while exercising diplomacy, sound judgment, and tactAbility to deal effectively with co-workers, department managers, and outside vendorsAbility to work flexible hours depending on various departmental project deadlines and/or Company events and sponsored programs Benefits for Full-Time Employees$5,700 contributed annually toward Health Benefits: Medical, Dental, VisionCompany Paid Life Insurance Coverage – up to $50,000 per employee (Basic Life & AD&D)401(k) Plan with employer matchGenerous Paid Time Off offered – earn 3 weeks per year at the start of your hire dateUp to 10 Paid HolidaysPaid On-going Professional Development & TrainingRewards & Recognition (Manager’s Quarterly & Yearly Outstanding Achievement Awards, Core Values Award, Years of Service & Wall of Fame)Company Sponsored Events throughout the Year (Holiday Parties & Gifts, Company Picnic, Team building, etc.)Huge Potential for Career Mentorship, Growth and AdvancementDiscretionary bonus based on several factorsAbout Westport PropertiesFounded in 1985, Westport Properties (“WPI”) is an owner-operator of self storage, multifamily and industrial properties across the United States. The Company is a fully integrated operator that develops, acquires and manages its portfolio as well as providing third-party management services. As of January 2022, WPI has approximately 12 million square feet of self storage space under management with its US Storage Centers brand and 638 multifamily units, employing approximately 400 people nationwide. WPI is a founding partner of the 501(c)3 Kure-It, a non-profit organization that raises money for underfunded cancer research, and Charity Storage, a 501(c)3 that uses vacant storage units to raise money for local charities. To date, Kure-It has raised over $12M and Charity Storage has raised over $500K.At-Will Employment & Equal Opportunity EmployerWestport Properties, Inc. is a parent company of US Storage Centers (USSC) which provides at-will, equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, marital status, disability or genetics. Furthermore, Westport Properties, Inc. expressly prohibits any form of workplace harassment and discrimination based on age, disability, color, genetics, marital status, national origin, race, religion, sex, sexual orientation, or veteran status in compliance with federal, state and applicable local laws governing employment and labor law in every location in which the company conducts business. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",remote,United States,2023-05-09,https://www.linkedin.com/jobs/view/data-analyst-at-westport-properties-inc-3600719014?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=ZMQuZPGGI1XjSL7FmOxZLQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ALIS Software LLC,"The data analyst/report technical writer performs highly advanced work related to special education and special populations data collection and reporting activities and projects.Essential FunctionsDevelops and writes data documentation, analytical requirements, business rules, workflows, and data calendar/timelines for existing and new data projects using simple, clear, unambiguous, and concise languageOversees the planning, design, scope, structure, creation, analysis, and maintenance of SAS programs, datasets, data reporting systems, and reportsDevelops and manages extensive quality assurance and quality control checks of SAS programs and workflows to improve existing programs and processes including comprehensive documentationPlans, studies, researches, and evaluates current information and data systems and recommends changes as neededMinimum RequirementsII. CANDIDATE SKILLS AND QUALIFICATIONSCandidates that do not meet or exceed the minimum stated requirements (skills/experience) will be displayed to customers but may not be chosen for this opportunity. Years Required/Preferred Experience 4 Required Experience with SAS programming or similar statistical programming language 3 Required Education: Graduation from an accredited four-year college or university 3 Required Experience working with administrative data 3 Required Experience developing technical documentation 3 Required Experience with MS Office suite, especially Word and Excel 2 Preferred Experience working with education data",remote,United States,2023-03-29,https://www.linkedin.com/jobs/view/data-analyst-at-alis-software-llc-3541931726?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=jZ3%2FRbt2kdLel7p8oFhzFg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data analyst,Strivernet RPO Services,"JOB Title: Data AnalystREMOTEBA requirements Key skills:Task ManagementHigh degree of excel skillsGood communication skillsProactive behavior traits Experience with delivering the following:Playbook enhancement by analysis and coalescing of lessons learned Track work activities, meeting minutes, follow-up tasksManage documentationMange communication channelsChecklist generation and follow-upTicket tracker creation and managementDashboard maintenanceDependency tracking with other programsCadence with related programsTracker creation for dependenciesReporting to Program ManagerReview status for go-live, track dependencies and communicate date changes to Program ManagerSupport project owners by tracking activities, ticket generation and associated tasks",remote,United States,2023-02-01,https://www.linkedin.com/jobs/view/data-analyst-at-strivernet-rpo-services-3459612117?refId=7R26q5oziJHRThQkj4uiXw%3D%3D&trackingId=PPP%2BaUSRLBPl8mdEO6SKOQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Good Apple,"Do you want to be part of a growing Analytics team that has been on Crain's Best Places toWork for 7 years? Good Apple is an independent agency driving an average +30% efficiencywhile making lives 100% easier. Built on the belief that big agency bureaucracy isn't necessaryto drive scalable results, Good Apple operates as that group of friends you love to collaboratewith whether you are an employee, agency, publisher, or client partner.As an Apple, you have a unique opportunity to truly create the destiny and pathway that fuelsyou each day and drives you to deliver the best results for yourself as well as your clients. As aData Analyst, you will act as a strategic partner to your clients and media team, solving complexproblems through metrics and analysis. Our Data Analysts have a curious, logical mindset withan interest in advertising and digital marketing analytics, working internally across disciplines todeliver the most impactful integrated media solution for our clients.Key Responsibilities:Collaborate with internal teams to translate business needs into measurement plans andtheir implementations via website/ad-server tracking setups and data flowsDemocratize data and insights through data integration and the use of visualization toolsWork with media teams to create marketing plans and ensure measurementrequirements are built into the media structureTurn business requirements into metrics and implement tracking solutions to measurethose metricsLearn what makes an effective media plan so you can be the voice of the data for themedia teams and clients to guide media planning and optimizationBuild dashboards and supporting SQL database setups for weekly, monthly andquarterly reports and analyses for clientsCreate clean, effective, and actionable presentations for clients and internal teamsExcellent analytical skills and the ability to plainly communicate results to clients andinternal teamsLead and contribute to improvements in processes (technical or business) for reportingand analysisDiligently see solutions through to the end and be meticulous on QADesired Skills/Qualifications:Bachelor's Degree with 3.0 or higher GPA or equivalent work experience1-2 years of marketing or analytics experienceCreative problem solving skills and clear communication of results to a non-technicalaudienceExcellent communication skills to both internal teams and clients – presenting to clientsis an expectationFast learner, comfortable using advanced SQL, experience working with data pipelines,understanding data architectureExperience working with 3rd party media tools such as Google Campaign Manager, datavisualization tools (Looker, Tableau), Cloud DBs (Snowflake, Redshift), Pipeline tools(Rivery, Fivetran), and AI platforms (Data Robot, Dataiku)Familiarity with tag managers, tagging implementation, website architecture andprogramming also a plusMeticulous attention to detailBackground in a logic-based field or experience in a logic focused role necessaryExperience with Amazon Web Services a plusPrograming experience and other technical website knowledge is a plus",remote,New York City Metropolitan Area,2023-04-27,https://www.linkedin.com/jobs/view/data-analyst-at-good-apple-3586692514?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=inzmPi78i4a%2F%2BFTNdlt%2F1w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Revive,"We are seeking a highly analytical, self-motivated, and detail-oriented individual to join our team as a Data Analyst.As a Data Analyst, you have a knack for problem solving, are passionate about leveraging data and insights to drive key business outcomes, and are skilled in cutting through the noise to deliver value. We’re looking for somebody who is highly curious and skeptical, and as a result doesn’t accept things as they are. You play a key role on the Product & Operations team, ensuring our clients and operations team are equipped with high quality campaign data reports and workflows that meet their needs.You possess strong attention to detail and will stop at nothing to leave no stone unturned; you have an eye for process and improvement while always seeking efficiency; you have excellent time management skills and like to take immediate action when tasks come through and above all - your motivation comes from within: you are an independent self-starter that feels accomplished by helping and doing an awesome job!This is an internal role that is responsible for the delivery and optimization of business critical reporting deliverables owed to our clients and internal team. The Data Analyst will have the opportunity to learn from and grow with a dynamic, hard-working, and tight-knit team.RESPONSIBILITIES:Maintain reporting systems, including databases, tools, and connectionsCreate custom metrics in reporting dashboards for clients and internal operations stakeholdersSetup new data feeds in reporting tools when new products are offeredAutomate current manual data upload processesPerform quality assurance on data feeds, metrics, etcTroubleshoot and diagnose reporting issuesRethink or make recommendations on improvements to current processes, tools, and platformsConsult on areas of uncertainty to promote optimal use of dataRequirementsBASIC QUALIFICATIONS:4-6 Years experience in advertising, management information systems, finance, econometrics, statistics, or similarExperience creating end to end reporting workflows with both internal and external usersLand data products with internal and external stakeholders including preparing how to operationalize the data products, measure the impact of the data products and enable usersProficiency in SQLExperience with data visualization tools such as Tableau, Looker, Power BI, etcKnowledge of suitable data analytic processesCapacity to train staff in foundational data entry techniquesAbility to create, update, and share databasesStrong troubleshooting abilitiesAttentive and considerate team playerAnalytical skills that allow for the development of data-driven reportsTendency to pay close attention to small details that could impact resultsBachelor's degree or comparable experienceAbility to work within a highly collaborative, dynamic environmentAbility to legally work in the United States PREFERRED QUALIFICATIONS:Experience with R, and Python a plusStrong interest in the Digital Media/Advertising spaceExperience and knowledge of Amazon Marketing CloudStrong organizational, interpersonal, and communication (written and verbal) skillsAdept at solving problems that span business and technologyThe ability to influence process improvements that scale broadly, while inventing and simplifying within existing processesUnderstanding of digital media ad serving, technology, and associated terminologyBenefitsHealth Insurance + 401kUnlimited PTOMonthly 3-day weekendAlways RemoteWork From Home StipendTeam and Individual Performance BonusesHeadspace + MasterClass SubscriptionsAbout Revive100% RemoteWe always have been remote and always will be remote. We believe you should have the opportunity to spend more time with your kids, work at your favorite coffee shop (on us, of course), and play your favorite playlists however loud you need to get your work done. We’re all built differently and have different needs in different places. We celebrate this diversity at Revive and do everything we can to empower our teammates.A Rocket ShipWe are built on unfair advantages. Through our deep relationships, platform development, and top-notch talent and culture, the only thing slowing us down is preconceived notions. We know there are better ways of doing business than conventional methods and our rapid growth is backing it up.High Empathy, No-Ego Over-AchieversThe cat's out of the bag: Our secret sauce is our people. Our people facilitate every client interaction with empathy, make impact-driving decisions for our business, and come ready to support one another every day. If you have heart, hunger, and humility, you may be the best person to fill the next seat on our rocket ship.The Elevator PitchRevive Media unlocks growth by delivering simplicity, transparency, and quality interactions to digital advertising. We specialize in OTT and e-commerce advertising across Amazon Fire TV, Roku TV, IMDbTV, Twitch, and the open web.",remote,"Los Angeles, CA",2023-04-10,https://www.linkedin.com/jobs/view/data-analyst-at-revive-3598039347?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=lKZJKmzznIAdhqyU8fnVKw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Craftsman Technology Group,"Our mission: to help nonprofit organizations grow and thrive.Our values: be transparent and honest; be fair and accountable; be independent and objective; and be good to our staff, our communities, and the world.We are seeking a Data Analyst to join our Technical Services team who will bring these same values and passion to help nonprofit organizations. A Data Analyst is a client-facing full-time salaried intermediate-level position.Job Summary:In this role, you will be responsible for working with our clients to create data warehouse solutions, perform data migrations, and create analytics dashboards using Business Intelligence tools such as PowerBI and Tableau. You will leverage SQL, Azure Data Factory and other data warehousing tools to create custom solutions and perform data migrations between SQL-based systems and Salesforce.Your role is key in the data migration process, leveraging SQL and other technologies to map, transform and load data into Salesforce from a wide range of source systems. You will work with the Technical and Professional Services teams to create scalable systems to perform data migrations and develop analytics dashboards and data-driven solutions for our clients.You will be expected to cross-train in areas of technology, knowledge management, project management and perform traditional development tasks. You will participate in client-facing requirements gathering and scoping activities, product demonstration, internal and end-user testing, front-end configuration, and other project work necessary to implement technology with nonprofits and social sector organizations.Job Responsibilities:Work with clients on the full data migration lifecycle, including scoping, mapping, transformations and technical data migration.Support the mapping and migration of complex data structures from 3rd party systems into Data Warehousing and Salesforce solutions.Design, develop and maintain multiple aspects of the data warehousing solutions - including setup, configuration and deployment of data warehousing solutions.Customize and configure business intelligence tools such as PowerBI or Tableau.Participate in the full application lifecycle - architect, design, development, testing and deployment - additionally support new and existing client data warehousing solutions.Utilize Azure Data Factory and SQL to perform operational support, deliver enhancements and bug fixes for clients.Work with CTG staff and clients to develop industry-specific analytics solutions (e.g. Community Development Financial Institutions).Proactively engage in continuous improvements efforts for application design support and Technical Services team development efforts.Serve as a data escalation point for Technical Analysts and Business Analysts.Required Qualifications:2+ years of relevant technology and/or data experienceWorking knowledge of relational databases and basic Salesforce functionalityTechnical experience configuring, deploying and monitoring data warehousing solutions using SQL, Python, R or similar technologies to transform dataStrong problem-solving, creative thinking skills and a commitment to life-long learningExperience with integrations using common API protocols such as REST and SOAPCommitment to working in the nonprofit sectorFlexibility to travel on occasionPreferred Qualifications:Salesforce Administrator, Salesforce Advanced Administrator or Nonprofit Cloud Consultant credentialPrior experience with data warehousing solutions such as Azure Data Factory or SnowflakeAdvanced Salesforce Certifications, such as Platform Developer 2, Solutions Architect, etc.Experience in the full lifecycle application development - from requirements gathering to deployment and support of an applicationNonprofit experienceSalary:$62,500 - $80,000Job Location:Boston, MA (hybrid) or virtual (US)Benefits:Company-supported medical, dental, visionCompany-provided short- and long-term disability401k & Roth IRA retirement options with a company match (available 90 days after hire date)4 weeks accrued paid-time-off (PTO) per year10 paid company holidays and 2 paid floating holidays (individual’s choice) per yearCTG’s commitment to professional development and advancementWork culture aiming toward work/life balanceImportant Note:Applicants must be eligible to work in the US. H1-B sponsorship is not available.Our headquarters is in Boston, MA and we have a strong virtual culture with staff located throughout the United States. We are unable to hire candidates living outside the United States.Direct applicants only; no recruiters.Powered by JazzHRkS0niwwlDJ",remote,"Boston, MA",2023-06-01,https://www.linkedin.com/jobs/view/data-analyst-at-craftsman-technology-group-3632643507?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=7d3BXL5YxI2s3FbInQuBBQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Zortech Solutions,"Contract Remote Role: Data AnalystDuration: 6 months contract with possible extensionLocation: Newark/Remote (primarily remote with ability to occasionally go on-site when needed).Job DescriptionThis position will support the clients Clean Energy Jobs Program, which includes following:The use of data and interpreting to develop executive reports and power points.Gather the information and statistics, analyze trends, and then use charts and graphs to present the results.Documentation of various processes by collaborating with client QA/QC team.Develop actionable roadmaps for improving workflows and processes and establish and organize KPIs in line with global directives.",remote,United States,2023-03-31,https://www.linkedin.com/jobs/view/data-analyst-at-zortech-solutions-3550757629?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=WGMzpylRMXObEBjBwiXAXg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst || 100% Remote,Steneral Consulting,"remote roleneed 2 professional references with offical contact infoneed someone who can start as early as next weekDay in the life: They are expanding and maturing the overall data architecture and data analytics . Looking for someone to do data modeling, data analytics, and Power BI reporting. This resource will be interacting with management/c-levels from each department and gathering requirements, understand the problem and how to fix it. Snowflake experience is/will be a big part of what they do at the university.Top 3 requirements/must haves: Power BI, Snowflake, SQL, good communication/problem solving skillsNice to haves: bilingual (Spanish)Environment/Team: Working with 2 other Data Analyst. They are a part of the enterprise reporting team. (2 Integration/API engineers, Report Writer/Data Analyst, 2 other Scrum Masters that focus on product delivery, BA)",remote,United States,2023-05-23,https://www.linkedin.com/jobs/view/data-analyst-100%25-remote-at-steneral-consulting-3613259061?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=uc5Gq%2F%2BRAteMaKQV2m3Liw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,ConcentricLife,"Who We Are: ConcentricLife is a full-service health and wellness advertising agency spanning three distinct specialist practices that bring over 20 years of deep subject matter expertise: healthcare (ConcentricLife), rare disease (ScoutLife), and wellness (RitualLife). Our core mission is to create brands that live at the very center of the human health experience. From ConcentricLife, we build brand experiences that change health trajectories and restore life. We study human behavior to put wellness brands at the center of daily Rituals. We find and connect the underserved to care with ScoutLife. We are a community where great minds and talent gather to discover something unexpected, be encouraged to dream like visionaries, and to embrace the do with hustle and agility. We are spirited collaborators. We love to be challenged. We know smart always wins, and above all else. We never settle. As a testament to our success, Concentric has been named Agency of the Year 9 times, most recently in 2021, and awarded Best Places to Work by MM+M in 2019. Who We Are Looking For: Concentric is seeking a Data Analyst who will leverage their experience in data analytics to pull reports, analyze data, make recommendations, and manage the measurement strategy for pharmaceutical clients. You are a disruptor, a problem solver and a go-getter who thrives in a fast-paced environment. You have a passion for healthcare and making a difference. You are an approachable hardworking team player and an open-minded, active listener with the ability to unpack complex problems with simplicity. What You Will Do: Pull data and run monthly, quarterly reports from various platforms such as Google Analytics, Adobe CRM, Salesforce CRM and Veeva Analyze data in order to demonstrate success and opportunities for optimizing assets Set up and monitor Data Studio dashboards for clients and internal teams During monthly, quarterly reporting client calls, present ideas and new solutions for optimization and organic growth Determine measurement strategies and KPIs for brand activations Work collaboratively within the Engagement strategy team What You Bring: 3+ years of experience in data analytics Proficient in Google Analytics (GA4), Adobe CRM and Salesforce CRM Ability to put together dashboards Pharmaceutical advertising and/or Veeva knowledge, experience or interest Strong written and verbal communication skills Ability to thrive in a fast-paced environment and be able to manage deadlines Ability to tell a simple story visually and verbally A drive to elevate thinking and the work A curious mentality The desire to be great What We Value: LIFE; Never Stop Learning, Seek to Invent, Lead Fearlessly, Act Like an Entrepreneur  These are the tenets of our company. We value what makes each of us different and we believe in challenging each other to push boundaries through positive encouragement and motivation. Concentric is an equal opportunity employer and makes all employment decisions on the basis of merit without regard to race, religion, creed, national origin, alienage, citizenship status, military status, color, sex, marital status, partnership status, sexual orientation, gender identity or expression, age, disability, genetic information, or any other status protected by applicable law. In order to comply with equal pay and salary transparency laws in various locations, the anticipated base salary range for this position is $70,000 to $90,000. Actual compensation is influenced by a wide array of factors including but not limited to skill set, level of experience, and location. At Concentric, compensation is more than just a base salary – which is why we offer bonus opportunities and a comprehensive benefits package. In addition to medical, dental and vision coverage, we offer a generous PTO plan, 401k program, comprehensive family planning benefits (including paid parental leave), training and development opportunities, and pre-tax commuter benefits. Benefits/perks may vary depending on the nature of your employment with Concentric and the location where you work.",remote,United States,2023-06-16,https://www.linkedin.com/jobs/view/data-analyst-at-concentriclife-3632997813?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=DhTNomFxqD0uxGDDtDKtrw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (Entry Level) - US/Canada,Patterned Learning AI,", Full-Time, Salary $60K $70KMinimum 1 year of work experience - Remote (US/Canada residing people only, with work permit)Freshers are encouraged to applyAbout UsThe Future of AI is Patterned We are a stealth-mode technology startup that is revolutionizing the way AI is used. Our platform uses pattern recognition to train AI models that are more accurate, efficient, and robust than ever before.We are backed by top investors, including Sequoia and Andreessen Horowitz, and we are hiring for almost everything! If you are passionate about AI and want to be a part of something big, then we want to hear from you.Here are some of the benefits of working at Patterned Learning AI: Work with world-renowned experts in AI, machine learning, and pattern recognition. Solve some of the world's most pressing problems using AI.Make a positive impact on the world. Be a part of a fast-growing startup. If you are interested in learning more, please visit our website.We Are Looking For People Who ArePassionate about AI.Excellent problem solvers.Team players.Driven to succeed.Role ResponsibilitiesWork in close collaboration with the Business Intelligence Lead, Federal Data Lead and other Program teamsDevelop, maintain, and improve BI tools, build and enhance standard operating procedures (SOPs)Manage various data sets and active Google workbooks with adjacent contract teams, monitor and analyze financial health information at the project and program levelsCommunicate with client leadership to assess data needs and emerging requirementsWork with large data sets, workbooks and spreadsheets to manipulate and manage program-level information using macros, queries, scripts, etc.Gather requirements and lead development of long-term data management tools, processes and solutions based on organizational needs.Be comfortable working with collaboration tools such as; Google Suite, Microsoft OfficeProviding general support to the client including, but not limited to, analysis, data calls, financial management, risk management, audits, and project management related tasks.QualificationsBachelor's Degree in business, business intelligence, data or information management, or similar.Proficient in Google ScriptsMinimum 1+ years of data or information management and/or data analysis experience.Experience using Microsoft Excel and Google Sheets (macros, imports, query functions).Experience with developing in Google App Script is a plus.Experience using SQL Developer is a plus.Excellent written and verbal communication skills.Willing to work in an administratively manual environment while working towards automation of processes in the future.Clearable (able to pass both a criminal background check and credit check).Special Benefits You Will LoveFlexible vacation, unlimited paid holidays, and paid sick days401(k) with up to 2% employer matchHealth, vision, and dental insuranceWhy Patterned Learning AI?Patterned Learning AI is made up of incredibly bright, mission-driven coworkers who are passionate about using technology to solve real world problems---and we're growing quickly. In order to continue building an engaging and dynamic organization, we're committed to giving everyone the support they need to do great work.Our benefits package is designed to allow our team members to be their best selves, both in and out of the workplace. In addition to comprehensive health plans, a 401k program, and commuter benefits, we prioritize family and personal well-being through professional development, parental leave, and a flexible time off policy. Patterned Learning AI offers a robust online onboarding program to train new hires, biweekly all hands meetings, daily meditation sessions, and a variety of internal virtual events to keep employees connected.We believe diverse perspectives and backgrounds are critical to building great technology, and our goal is to cultivate an environment where people feel equally valued and respected. Patterned Learning AI is proud to be an equal opportunity workplace, and we welcome applicants from all backgrounds regardless of race, color, ancestry, religion, gender identity or expression, sexual orientation, marital status, age, citizenship, socioeconomic status, disability, or veteran status.",remote,"New York, NY",2023-07-06,https://www.linkedin.com/jobs/view/data-analyst-entry-level-us-canada-at-patterned-learning-ai-3656958881?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=r6bGQtUy5WNEOsawjI7nEg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Associate Data Analyst,Amwell,Nan,remote,"Boston, MA",2023-06-22,https://www.linkedin.com/jobs/view/associate-data-analyst-at-amwell-3638883581?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=JQdljIk9yU%2FLUddWTfSy2w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,QGenda,Nan,remote,United States,2023-07-05,https://www.linkedin.com/jobs/view/data-analyst-at-qgenda-3655111758?refId=gJp6dfBxhv65AISLXQpRMQ%3D%3D&trackingId=GIRAe%2B8eqDqowTdmAVzJpQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
